step_depth,power_law_failure_rate,exponential_failure_rate
2.0,0.6735931324929127,0.7545825773364025
2.030075187969925,0.6756246738385019,0.7551122786966881
2.0601503759398496,0.6776323309858956,0.7556423518963712
2.090225563909774,0.6796167273396998,0.7561727971964757
2.1203007518796992,0.6815784613460838,0.7567036148582083
2.1503759398496243,0.6835181078299961,0.757234805142959
2.180451127819549,0.6854362192431284,0.7577663683123017
2.2105263157894735,0.6873333268297307,0.7582983046279935
2.2406015037593985,0.6892099417167209,0.7588306143519755
2.2706766917293235,0.6910665559339523,0.7593632977463727
2.300751879699248,0.6929036433699742,0.7598963550734938
2.3308270676691727,0.6947216606681508,0.7604297865958319
2.3609022556390977,0.6965210480675764,0.7609635925760644
2.3909774436090228,0.6983022301928474,0.7614977732770528
2.4210526315789473,0.7000656167963999,0.7620323289618435
2.451127819548872,0.7018116034568141,0.7625672598936674
2.481203007518797,0.7035405722362046,0.7631025663359399
2.511278195488722,0.7052528922995558,0.7636382485522618
2.5413533834586466,0.7069489204986353,0.7641743068064187
2.571428571428571,0.7086290019229031,0.7647107413623813
2.601503759398496,0.7102934704196447,0.7652475524843056
2.6315789473684212,0.7119426490853838,0.7657847404365333
2.661654135338346,0.7135768507304647,0.7663223054835915
2.6917293233082704,0.7151963783185609,0.7668602478901927
2.7218045112781954,0.7168015253827213,0.7673985679212358
2.7518796992481205,0.7183925764194543,0.7679372658418051
2.781954887218045,0.7199698072622344,0.7684763419171714
2.8120300751879697,0.7215334854357156,0.7690157964127915
2.8421052631578947,0.7230838704918436,0.7695556295943086
2.8721804511278197,0.7246212143289728,0.7700958417275523
2.9022556390977443,0.7261457614950141,0.7706364330785389
2.932330827067669,0.727657749475573,0.7711774039134714
2.962406015037594,0.729157408967962,0.7717187544987398
2.992481203007519,0.7306449641419196,0.7722604851009208
3.0225563909774436,0.7321206328878055,0.7728025959867786
3.052631578947368,0.7335846270529925,0.7733450874232642
3.082706766917293,0.7350371526671268,0.7738879596775167
3.112781954887218,0.736478410156882,0.7744312130168619
3.142857142857143,0.7379085945507973,0.7749748477088138
3.1729323308270674,0.739327895674744,0.775518864021074
3.2030075187969924,0.7407364983385356,0.7760632622215321
3.2330827067669174,0.7421345825141606,0.7766080425782658
3.263157894736842,0.7435223235060907,0.7771532053595407
3.2932330827067666,0.7448998921140825,0.7776987508338111
3.3233082706766917,0.746267454788872,0.7782446792697194
3.3533834586466167,0.7476251737811325,0.7787909909360969
3.3834586466165413,0.7489732072840444,0.7793376861019634
3.413533834586466,0.750311709569806,0.7798847650365277
3.443609022556391,0.7516408311203924,0.7804322280091873
