antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
PATTERN_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.7833729216152019,0.2665083135391924,0.2484560570071259,0.3171619163129169,1.1900638749352763,1.0,0.03968066079518848,1.0741809866553036,0.7372530274059911,0.3100177830468287,0.06905818253801169,0.6247128654648364
MULTI_TOOL_CYCLE & PATTERN_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.5786223277909739,0.2665083135391924,0.19049881235154395,0.32922824302134646,1.2353394858465852,1.0,0.036291151595849724,1.0935041298766996,0.4521025508382371,0.2910014513788099,0.08550871215021649,0.5220116259670012
MULTI_TOOL_CYCLE,FAILURE_EXECUTION_CASCADING_ERROR,0.5786223277909739,0.2665083135391924,0.19049881235154395,0.32922824302134646,1.2353394858465852,1.0,0.036291151595849724,1.0935041298766996,0.4521025508382371,0.2910014513788099,0.08550871215021649,0.5220116259670012
USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,0.5743467933491686,0.2665083135391924,0.18432304038004751,0.3209263854425145,1.2041890220258342,1.0,0.03125484509791754,1.0801357477845512,0.3983655881811489,0.2807525325615051,0.07419044129306542,0.506274244414662
PATTERN_A_T_A,FAILURE_INTENT_MISUNDERSTANDING,0.7833729216152019,0.2536817102137767,0.18432304038004751,0.23529411764705885,0.9275170742454286,1.0,-0.014404342110459767,0.9759546866435228,-0.26510878323932313,0.21615598885793874,-0.0246377354251694,0.48094293897334217
MULTI_TOOL_CYCLE & PATTERN_A_T_A & PATTERN_A_T_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.5225653206650831,0.2665083135391924,0.16864608076009502,0.32272727272727275,1.2109463620158807,1.0,0.029378078435576438,1.0830078592038772,0.3648658117861399,0.27182235834609497,0.07664566650965617,0.47776292335115866
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.5225653206650831,0.2665083135391924,0.16864608076009502,0.32272727272727275,1.2109463620158807,1.0,0.029378078435576438,1.0830078592038772,0.3648658117861399,0.27182235834609497,0.07664566650965617,0.47776292335115866
PATTERN_A_T_A & PATTERN_A_T_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.5225653206650831,0.2665083135391924,0.16864608076009502,0.32272727272727275,1.2109463620158807,1.0,0.029378078435576438,1.0830078592038772,0.3648658117861399,0.27182235834609497,0.07664566650965617,0.47776292335115866
PATTERN_A_T_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.5225653206650831,0.2665083135391924,0.16864608076009502,0.32272727272727275,1.2109463620158807,1.0,0.029378078435576438,1.0830078592038772,0.3648658117861399,0.27182235834609497,0.07664566650965617,0.47776292335115866
PATTERN_A_T_A & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,0.4418052256532066,0.2665083135391924,0.1667458432304038,0.37741935483870975,1.4161635328618254,1.0,0.04900107762876536,1.1781472684085512,0.5264593562465902,0.3078947368421053,0.15120967741935493,0.5015439020182854
USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,0.5743467933491686,0.2536817102137767,0.16199524940617577,0.28205128205128205,1.1118313646403535,1.0,0.01629397261356008,1.0395147607736681,0.2363027597402599,0.24322396576319547,0.03801269810181331,0.46031403053874964
DEPTH_HIGH & PATTERN_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.4152019002375297,0.2665083135391924,0.1515439429928741,0.36498855835240274,1.3695203481850404,1.0,0.04088918478230205,1.1550842053454882,0.4613854729824363,0.28584229390681,0.13426225086256977,0.46680800466639744
DEPTH_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,0.4161520190023753,0.2665083135391924,0.1515439429928741,0.3641552511415525,1.3663935893992298,1.0,0.04063597023262111,1.153570408150211,0.4592744311326842,0.2853309481216458,0.13312616816902073,0.4663913510609723
DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.40760095011876485,0.2665083135391924,0.1501187648456057,0.3682983682983683,1.3819395102817562,1.0,0.041489723032481204,1.1611362859471825,0.46654248677839477,0.28649138712601996,0.13877465367102673,0.46578911284793645
DEPTH_HIGH & MULTI_TOOL_CYCLE,FAILURE_EXECUTION_CASCADING_ERROR,0.40760095011876485,0.2665083135391924,0.1501187648456057,0.3682983682983683,1.3819395102817562,1.0,0.041489723032481204,1.1611362859471825,0.46654248677839477,0.28649138712601996,0.13877465367102673,0.46578911284793645
MULTI_TOOL_CYCLE & PATTERN_A_T_A,FAILURE_INTENT_MISUNDERSTANDING,0.5786223277909739,0.2536817102137767,0.13824228028503563,0.23891625615763545,0.9417953543292559,1.0,-0.008543621396855133,0.9805994357708953,-0.12790650530114137,0.19917864476386035,-0.019784392608642502,0.3919300381911773
MULTI_TOOL_CYCLE,FAILURE_INTENT_MISUNDERSTANDING,0.5786223277909739,0.2536817102137767,0.13824228028503563,0.23891625615763545,0.9417953543292559,1.0,-0.008543621396855133,0.9805994357708953,-0.12790650530114137,0.19917864476386035,-0.019784392608642502,0.3919300381911773
DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.3515439429928741,0.2665083135391924,0.12826603325415678,0.3648648648648649,1.3690562219973985,1.0,0.034576649872207904,1.1548592510233993,0.41571021571021577,0.2618816682832202,0.13409361433972838,0.423074143662379
DEPTH_HIGH & PATTERN_A_T_A & PATTERN_A_T_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.3515439429928741,0.2665083135391924,0.12826603325415678,0.3648648648648649,1.3690562219973985,1.0,0.034576649872207904,1.1548592510233993,0.41571021571021577,0.2618816682832202,0.13409361433972838,0.423074143662379
MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,0.37292161520190026,0.2665083135391924,0.12826603325415678,0.3439490445859873,1.2905752920739808,1.0,0.028879322504386684,1.1180407259645322,0.35904882154882156,0.25092936802973975,0.10557819873931557,0.4126162335229402
DEPTH_HIGH & PATTERN_A_T_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.3515439429928741,0.2665083135391924,0.12826603325415678,0.3648648648648649,1.3690562219973985,1.0,0.034576649872207904,1.1548592510233993,0.41571021571021577,0.2618816682832202,0.13409361433972838,0.423074143662379
MULTI_TOOL_CYCLE & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,0.37292161520190026,0.2665083135391924,0.12826603325415678,0.3439490445859873,1.2905752920739808,1.0,0.028879322504386684,1.1180407259645322,0.35904882154882156,0.25092936802973975,0.10557819873931557,0.4126162335229402
PATTERN_A_T_A & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,0.37292161520190026,0.2665083135391924,0.12826603325415678,0.3439490445859873,1.2905752920739808,1.0,0.028879322504386684,1.1180407259645322,0.35904882154882156,0.25092936802973975,0.10557819873931557,0.4126162335229402
TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,0.37292161520190026,0.2665083135391924,0.12826603325415678,0.3439490445859873,1.2905752920739808,1.0,0.028879322504386684,1.1180407259645322,0.35904882154882156,0.25092936802973975,0.10557819873931557,0.4126162335229402
